State_Abbr,Year,Crop_Name,Price_Received_USD_kg,Crop_Area_ha,Production_kg,FIPS,kcal_kg,Production_kcal,Production_USD
AL,2012,PECANS-ALL CLASSES,2.888580185,5726.426548,1814040,1,3662,6643014480,4110337.661
AL,2012,SOYBEANS-ALL CLASSES,0.536458998,135572.6427,410273662.5,1,4460,1.82982E+12,172645946.5
AL,2012,SWEET CORN-ALL CLASSES,0.668001193,566.572238,3674095.2,1,310,1138969512,1925191.151
AL,2012,SWEET POTATOES-ALL CLASSES,0.381400021,1052.205585,24766123.2,1,619,15330230261,7409432.659
AL,2012,TOMATOES-ALL CLASSES,0.674615066,526.1027924,18869427.2,1,187,3528582886,9985296.532
AL,2012,WHEAT-ALL CLASSES,0.244346051,74868.4743,297057182.5,1,3338,9.91577E+11,56936608.57
AL,2013,BLUEBERRIES-TAME,4.387995854,194.2533387,317457,1,542,172061694,1077025.089
AL,2013,CORN-ALL CLASSES-GRAIN,0.185424311,119384.8644,1101523038,1,3650,4.02056E+12,157919210.4
AL,2013,COTTON-UPLAND,1.805913871,145285.3096,128434032,1,NA,NA,179329548.3
AL,2013,HAY-ALL CLASSES,0.097003368,319708.62,1935025605,1,NA,NA,145127005.3
AL,2013,MELONS-WATERMELON,NA,1173.613921,17100418.4,1,156,2667665270,NA
AL,2013,OATS-ALL CLASSES,0.268687563,8093.889114,17418000,1,3890,67756020000,3618433.162
AL,2013,PEACHES-ALL CLASSES,1.28970387,607.0416835,3755745.9,1,374,1404648967,3745078.358
AL,2013,PEANUTS-ALL CLASSES,0.498335207,55847.83488,222174549,1,5670,1.25973E+12,85603314.88
AL,2013,PECANS-ALL CLASSES,3.792639632,5296.641036,1482977.7,1,3662,5430664337,4348614.438
AL,2013,SOYBEANS-ALL CLASSES,0.473994594,174018.6159,509065927.5,1,4460,2.27043E+12,186561542.1
AL,2013,SWEET CORN-ALL CLASSES,0.573202344,445.1639013,3265862.4,1,310,1012417344,1447373.259
AL,2013,SWEET POTATOES-ALL CLASSES,0.628317954,971.2666936,18824068,1,619,11652098092,9144661.975
AL,2013,TOMATOES-ALL CLASSES,0.740753798,445.1639013,13471682.4,1,187,2519204609,7715612.833
AL,2013,WHEAT-ALL CLASSES,0.251694804,115337.9199,535192807.5,1,3338,1.78647E+12,104149987.5
AL,2014,BLUEBERRIES-TAME,5.402306453,174.0186159,253965.6,1,542,137649355.2,1049503.546
AL,2014,CORN-ALL CLASSES-GRAIN,0.147630821,115337.9199,1151055378,1,3650,4.20135E+12,129987937.5
AL,2014,COTTON-UPLAND,1.329628894,140833.6706,142148174.4,1,NA,NA,144577772.6
AL,2014,HAY-ALL CLASSES,0.116844966,303520.8418,1905088500,1,NA,NA,170276596.5
AL,2014,MELONS-WATERMELON,NA,1092.67503,20683795.2,1,156,3226672051,NA
AL,2014,OATS-ALL CLASSES,0.344471235,6070.416835,14152125,1,3890,55051766250,3729103.326
AL,2014,PEACHES-ALL CLASSES,1.3227732,607.0416835,3084429,1,374,1153576446,3120972.659
AL,2014,PEANUTS-ALL CLASSES,0.438799585,70012.14083,247140274.5,1,5670,1.40129E+12,82954420.19
AL,2014,PECANS-ALL CLASSES,4.299794932,4866.855524,770967,1,3662,2823281154,2535790.273
AL,2014,SOYBEANS-ALL CLASSES,0.36743767,190206.3942,511651400,1,4460,2.28197E+12,143809522.5
AL,2014,SWEET CORN-ALL CLASSES,0.47619887,445.1639013,3674095.2,1,310,1138969512,1338346.492
AL,2014,SWEET POTATOES-ALL CLASSES,0.53131448,809.3889114,19958048,1,619,12354031712,8111469.024
AL,2014,TOMATOES-ALL CLASSES,0.623908705,485.6333468,19050864,1,187,3562511568,9092127.576
AL,2014,WHEAT-ALL CLASSES,0.218625414,91056.25253,422520637.5,1,3338,1.41037E+12,70660770.63
AL,2015,BLUEBERRIES-TAME,4.233644241,165.9247268,244895.4,1,542,132733306.8,900787.1114
AL,2015,CORN-ALL CLASSES-GRAIN,0.147237139,99150.14164,914824218,1,3650,3.33911E+12,117025956.2
AL,2015,COTTON-UPLAND,1.506030738,124241.1979,120597379.2,1,NA,NA,157797050.4
AL,2015,HAY-ALL CLASSES,0.12125421,295426.9527,1854286140,1,NA,NA,195344304.7
AL,2015,MELONS-WATERMELON,NA,1133.144476,19050864,1,156,2971934784,NA
AL,2015,OATS-ALL CLASSES,0.310024112,8093.889114,14515000,1,3890,56463350000,3909666.264
AL,2015,PEACHES-ALL CLASSES,1.23458832,607.0416835,5034876.75,1,374,1883043905,5400552.384
AL,2015,PEANUTS-ALL CLASSES,0.392494101,79320.11331,288885870,1,5670,1.63798E+12,98511426.91
AL,2015,PECANS-ALL CLASSES,4.454146545,4437.070012,861669,1,3662,3155431878,3334510.931
AL,2015,SOYBEANS-ALL CLASSES,0.328856715,198300.2833,546759395,1,4460,2.43855E+12,156217665.4
AL,2015,SWEET CORN-ALL CLASSES,0.584225466,404.6944557,2494756,1,310,773374360,1266297.457
AL,2015,SWEET POTATOES-ALL CLASSES,0.471789622,1011.736139,24947560,1,619,15442539640,10225949.27
AL,2015,TOMATOES-ALL CLASSES,1.135381566,445.1639013,17463292,1,187,3265635604,17226423.89
AL,2015,WHEAT-ALL CLASSES,0.1892304,89032.78025,407143880,1,3338,1.35905E+12,66936961.41
AL,2016,CORN-ALL CLASSES-GRAIN,0.142906635,127478.7535,960165360,1,3650,3.5046E+12,131970153.5
AL,2016,COTTON-UPLAND,1.56556636,138810.1983,153685468.8,1,NA,NA,231409712.1
AL,2016,CUCUMBERS-ALL CLASSES,0.297624294,1416.430595,14923176.8,1,146,2178783813,4271761.107
AL,2016,HAY-ALL CLASSES,0.12125421,327802.5091,1543121685,1,NA,NA,179959300.2
AL,2016,OATS-ALL CLASSES,0.268687563,8093.889114,15966500,1,3890,62109685000,4126050.936
AL,2016,PEACHES-ALL CLASSES,1.53221229,607.0416835,2993710.5,1,374,1119647727,4411700.657
AL,2016,PEANUTS-ALL CLASSES,0.434389539,69607.44638,280813392,1,5670,1.59221E+12,117320652.2
AL,2016,PECANS-ALL CLASSES,4.476196775,3601.780656,997722,1,3662,3653657964,4295324.84
AL,2016,SOYBEANS-ALL CLASSES,0.36119123,165924.7268,357067360,1,4460,1.59252E+12,124040824.3
AL,2016,WHEAT-ALL CLASSES,0.163509763,68798.05747,323864450,1,3338,1.08106E+12,50931241.57
AL,2017,CORN-ALL CLASSES-GRAIN,0.159047605,95103.19709,996870094,1,3650,3.63858E+12,147966748.5
AL,2017,COTTON-UPLAND,1.607461798,174018.6159,175889318.4,1,NA,NA,263863036.8
AL,2017,CUCUMBERS-ALL CLASSES,0.485017368,2185.350061,34291555.2,1,146,5006567059,15521829.28
AL,2017,HAY-ALL CLASSES,0.108026478,348037.2319,1950447750,1,NA,NA,196635971.2
AL,2017,OATS-ALL CLASSES,0.2790217,4046.944557,8709000,1,3890,33878010000,2267799.742
AL,2017,PEACHES-ALL CLASSES,3.03135525,607.0416835,1360777.5,1,374,508930785,3849660.092
AL,2017,PEANUTS-ALL CLASSES,0.487310092,78106.02995,319475119.5,1,5670,1.81142E+12,145291724
AL,2017,PECANS-ALL CLASSES,4.321845162,3399.433428,838993.5,1,3662,3072394197,3383967.861
AL,2017,SOYBEANS-ALL CLASSES,0.346493723,139619.5872,431909985,1,4460,1.92632E+12,139664826.3
AL,2017,WHEAT-ALL CLASSES,0.169021328,40469.44557,209559350,1,3338,6.99509E+11,33055747.53
AL,2018,CORN-ALL CLASSES-GRAIN,0.16180338,99150.14164,970833864,1,3650,3.54354E+12,147418982.6
AL,2018,COTTON-UPLAND,1.609666821,199919.0611,193304102.4,1,NA,NA,292010162.8
AL,2018,CUCUMBERS-ALL CLASSES,0.5511561,2387.697289,28100024.4,1,146,4102603562,14534571.03
AL,2018,HAY-ALL CLASSES,0.104719545,343990.2873,2159100300,1,NA,NA,212188316.7
AL,2018,OATS-ALL CLASSES,0.310024112,6070.416835,13716675,1,3890,53357865750,3990848.334
AL,2018,PEANUTS-ALL CLASSES,0.458644793,65155.80737,259203640.5,1,5670,1.46968E+12,111567696.7
AL,2018,PECANS-ALL CLASSES,3.263434102,3237.555645,725616,1,3662,2657205792,2222299.564
AL,2018,SOYBEANS-ALL CLASSES,0.31232202,135572.6427,364687700,1,4460,1.62651E+12,106891857.3
AL,2018,WHEAT-ALL CLASSES,0.181881647,44516.39013,215546760,1,3338,7.19495E+11,36791820.67
AL,2019,CORN-ALL CLASSES-GRAIN,0.157079194,123431.809,1138862802,1,3650,4.15685E+12,167260924.3
AL,2019,COTTON-UPLAND,1.329628894,215297.4504,223779974.4,1,NA,NA,278199333.2
AL,2019,HAY-ALL CLASSES,0.095901057,283286.119,1587573750,1,NA,NA,142351393.8
AL,2019,PEANUTS-ALL CLASSES,0.42777447,63132.33509,237004326,1,5670,1.34381E+12,94792844.56
AL,2019,SOYBEANS-ALL CLASSES,0.33436828,105220.5585,254737080,1,4460,1.13613E+12,79638240.75
AL,2019,WHEAT-ALL CLASSES,0.185556023,34399.02873,166558860,1,3338,5.55973E+11,28896631.31
AL,2020,CORN-ALL CLASSES-GRAIN,0.202352646,129502.2258,1284284672,1,3650,4.68764E+12,248522093.6
AL,2020,COTTON-UPLAND,1.508235761,180493.7272,159780643.2,1,NA,NA,230456104.3
AL,2020,HAY-ALL CLASSES,0.105821856,303520.8418,2109205125,1,NA,NA,213446486.1
AL,2020,PEANUTS-ALL CLASSES,0.465259862,74059.08539,282173922,1,5670,1.59993E+12,125547271.7
AL,2020,SOYBEANS-ALL CLASSES,0.429902074,111290.9753,306854762.5,1,4460,1.36857E+12,126152896.2
AL,2020,WHEAT-ALL CLASSES,0.192904777,28328.6119,137166120,1,3338,4.57861E+11,25303736.31
AR,1981,CORN-ALL CLASSES-GRAIN,0.111018378,19830.02833,80902822,5,3650,2.95295E+11,12891983.9
AR,1981,COTTON-UPLAND,1.252453088,226628.8952,131481619.2,5,NA,NA,236367476.8
AR,1981,HAY-ALL CLASSES,0.055666706,364225.0101,1538585760,5,NA,NA,122935818
AR,1981,OATS-ALL CLASSES,0.146744746,12140.83367,30481500,5,3890,1.18573E+11,6420370.692
AR,1981,RICE-ALL CLASSES,0.206573306,623229.4618,3157453912,5,3637,1.14837E+13,936208173
AR,1981,SORGHUM-ALL CLASSES-GRAIN,0.086641739,120598.9478,431464783.2,5,3290,1.41952E+12,53657906.12
AR,1981,SOYBEANS-ALL CLASSES,0.22707648,1821125.051,2694334500,5,4460,1.20167E+13,878182691.5
AR,1981,WHEAT-ALL CLASSES,0.12933806,667745.8519,1841128575,5,3338,6.14569E+12,341799692.7
AR,1982,CORN-ALL CLASSES-GRAIN,0.102751052,12140.83367,68583240,5,3650,2.50329E+11,10640970.05
AR,1982,COTTON-UPLAND,1.296553549,157830.8377,116243683.2,5,NA,NA,227581401.5
AR,1982,HAY-ALL CLASSES,0.051808617,352084.1764,1447867260,5,NA,NA,113268120.5
AR,1982,OATS-ALL CLASSES,0.132276954,13354.91704,33529650,5,3890,1.3043E+11,6697151.968
AR,1982,RICE-ALL CLASSES,0.189818161,538243.6261,2587152690,5,3637,9.40947E+12,741543733.9
AR,1982,SORGHUM-ALL CLASSES-GRAIN,0.080909715,106434.6418,400830936,5,3290,1.31873E+12,48970986.65
AR,1982,SOYBEANS-ALL CLASSES,0.20980691,1780655.605,2873956800,5,4460,1.28178E+13,910493751.6
AR,1982,WHEAT-ALL CLASSES,0.117580054,768919.4658,1964959100,5,3338,6.55903E+12,348870396.8
AR,1983,CORN-ALL CLASSES-GRAIN,0.135820356,13354.91704,67059168,5,3650,2.44766E+11,13430742.25
AR,1983,COTTON-UPLAND,1.466340323,117361.3921,70312190.4,5,NA,NA,152034585.9
AR,1983,HAY-ALL CLASSES,0.065036349,358154.5933,1280038035,5,NA,NA,122759756.4
AR,1983,OATS-ALL CLASSES,0.124698587,20234.72278,52254000,5,3890,2.03268E+11,9608554.641
AR,1983,RICE-ALL CLASSES,0.20238452,370295.427,1776220913,5,3637,6.46012E+12,530092012.9
AR,1983,SORGHUM-ALL CLASSES-GRAIN,0.116845093,129502.2258,447061120,5,3290,1.47083E+12,77029019.85
AR,1983,SOYBEANS-ALL CLASSES,0.289173446,1537838.932,1913249650,5,4460,8.53309E+12,815843849.9
AR,1983,WHEAT-ALL CLASSES,0.120152118,607041.6835,1592106750,5,3338,5.31445E+12,282085397.8
AR,1984,CORN-ALL CLASSES-GRAIN,0.113380471,19830.02833,118242586,5,3650,4.31585E+11,19188307.19
AR,1984,COTTON-UPLAND,1.252453088,188182.9219,133223097.6,5,NA,NA,238817134.4
AR,1984,HAY-ALL CLASSES,0.065036349,364225.0101,1414301415,5,NA,NA,131650531.4
AR,1984,OATS-ALL CLASSES,0.139855321,11331.44476,28449400,5,3890,1.10668E+11,5694775.328
AR,1984,RICE-ALL CLASSES,0.187613536,465398.624,2399501680,5,3637,8.72699E+12,644332022.5
AR,1984,SORGHUM-ALL CLASSES-GRAIN,0.089507751,238769.7289,1079042976,5,3290,3.55005E+12,138236864
AR,1984,SOYBEANS-ALL CLASSES,0.220095164,1578308.377,2759651700,5,4460,1.2308E+13,869339195.8
AR,1984,WHEAT-ALL CLASSES,0.120886993,566572.238,1676474800,5,3338,5.59607E+12,290068850.4
AR,1985,CORN-ALL CLASSES-GRAIN,0.094483726,29542.69527,200263060.8,5,3650,7.3096E+11,30043760.39
AR,1985,COTTON-UPLAND,1.23260788,178065.5605,153032414.4,5,NA,NA,299505499
AR,1985,HAY-ALL CLASSES,0.059524794,401456.9,1650169515,5,NA,NA,155963470.7
AR,1985,OATS-ALL CLASSES,0.158456768,6879.805747,16039075,5,3890,62392001750,4035399.56
AR,1985,RICE-ALL CLASSES,0.147709835,424929.1785,2476476242,5,3637,9.00694E+12,580817922.1
AR,1985,SORGHUM-ALL CLASSES-GRAIN,0.074736767,372318.8992,1682575488,5,3290,5.53567E+12,199666541.8
AR,1985,SOYBEANS-ALL CLASSES,0.190700151,1497369.486,2668479775,5,4460,1.19014E+13,808000039.9
AR,1985,WHEAT-ALL CLASSES,0.111701052,230675.8397,496410720,5,3338,1.65702E+12,88043002.34
AR,1986,CORN-ALL CLASSES-GRAIN,0.067713337,32375.55645,215402176,5,3650,7.86218E+11,23707487.73
AR,1986,COTTON-UPLAND,1.095896452,194253.3387,131046249.6,5,NA,NA,233429290.8
AR,1986,HAY-ALL CLASSES,0.050706306,386483.2052,1764474825,5,NA,NA,145424866.1
AR,1986,OATS-ALL CLASSES,0.066138477,13354.91704,32092665,5,3890,1.2484E+11,3450016.776
AR,1986,RICE-ALL CLASSES,0.081130178,412788.3448,2452118352,5,3637,8.91835E+12,323359101.5
AR,1986,SORGHUM-ALL CLASSES-GRAIN,0.054013298,267098.3408,1039417104,5,3290,3.41968E+12,91253973.97
AR,1986,SOYBEANS-ALL CLASSES,0.182616522,1335491.704,1796223000,5,4460,8.01115E+12,533164903.6
AR,1986,WHEAT-ALL CLASSES,0.09149198,329825.9814,909405932.5,5,3338,3.0356E+12,135239028.4
AR,1987,CORN-ALL CLASSES-GRAIN,0.068107019,26305.13962,189873970,5,3650,6.9304E+11,20447060.3
AR,1987,COTTON-UPLAND,1.400189632,222581.9506,196134004.8,5,NA,NA,434223505.7
AR,1987,HAY-ALL CLASSES,0.058422483,398624.0389,1560358200,5,NA,NA,144137801.7
AR,1987,OATS-ALL CLASSES,0.112297623,7284.500202,18288900,5,3890,71143821000,3247369.618
AR,1987,RICE-ALL CLASSES,0.167551454,408741.4002,2405171580,5,3637,8.74761E+12,637188371.1
AR,1987,SORGHUM-ALL CLASSES-GRAIN,0.061729483,163901.2546,699549048,5,3290,2.30152E+12,68278565.26
AR,1987,SOYBEANS-ALL CLASSES,0.217523101,1315256.981,2034358625,5,4460,9.07324E+12,699691302.5
AR,1987,WHEAT-ALL CLASSES,0.089287354,339943.3428,937301820,5,3338,3.12871E+12,132325330.7
AR,1988,CORN-ALL CLASSES-GRAIN,0.090940586,24281.66734,152407200,5,3650,5.56286E+11,19951001.04
AR,1988,COTTON-UPLAND,1.199532535,273168.7576,227262931.2,5,NA,NA,392411832.9
AR,1988,HAY-ALL CLASSES,0.069445593,392553.622,1515906135,5,NA,NA,151536921.6
AR,1988,OATS-ALL CLASSES,0.137099552,14164.30595,45722250,5,3890,1.7786E+11,9023293.57
AR,1988,RICE-ALL CLASSES,0.152119084,489680.2914,2936327812,5,3637,1.06794E+13,642968502.2
AR,1988,SORGHUM-ALL CLASSES-GRAIN,0.0921533,125455.2813,535457296,5,3290,1.76165E+12,71029243.81
AR,1988,SOYBEANS-ALL CLASSES,0.277415441,1295022.258,2264329600,5,4460,1.00989E+13,904215053.6
AR,1988,WHEAT-ALL CLASSES,0.12456137,433023.0676,1543391005,5,3338,5.15184E+12,276732904
AR,1989,CORN-ALL CLASSES-GRAIN,0.092515315,23472.27843,179738891.2,5,3650,6.56047E+11,22641285.94
AR,1989,COTTON-UPLAND,1.393574563,240793.2011,185249764.8,5,NA,NA,351506432.4
AR,1989,HAY-ALL CLASSES,0.063382883,404694.4557,2021208180,5,NA,NA,174432913.3
AR,1989,OATS-ALL CLASSES,0.090940406,24281.66734,63575700,5,3890,2.47309E+11,7872151.45
AR,1989,RICE-ALL CLASSES,0.16446498,461351.6795,2895731328,5,3637,1.05318E+13,648450908.4
AR,1989,SORGHUM-ALL CLASSES-GRAIN,0.087303126,137596.1149,535457296,5,3290,1.76165E+12,63650238.79
AR,1989,SOYBEANS-ALL CLASSES,0.21605335,1295022.258,2046605600,5,4460,9.12786E+12,602061094.5
AR,1989,WHEAT-ALL CLASSES,0.136319376,485633.3468,1436978400,5,3338,4.79663E+12,266718554.8
AR,1990,CORN-ALL CLASSES-GRAIN,0.103144734,29542.69527,176157322,5,3650,6.42974E+11,24452983.18
AR,1990,COTTON-UPLAND,1.448700139,303520.8418,235317268.8,5,NA,NA,458792586
AR,1990,HAY-ALL CLASSES,0.059524794,394577.0943,1576687530,5,NA,NA,126307059.4
AR,1990,OATS-ALL CLASSES,0.091629349,18211.25051,39190500,5,3890,1.52451E+11,4832807.463
AR,1990,RICE-ALL CLASSES,0.148812147,485633.3468,2721552000,5,3637,9.89828E+12,545053470.9
AR,1990,SORGHUM-ALL CLASSES-GRAIN,0.088625901,111290.9753,461031780,5,3290,1.51679E+12,54988974
AR,1990,SOYBEANS-ALL CLASSES,0.217155663,1355726.427,2461641975,5,4460,1.09789E+13,719416076.3
AR,1990,WHEAT-ALL CLASSES,0.114640553,566572.238,1333559500,5,3338,4.45142E+12,205747591.7
AR,1991,CORN-ALL CLASSES-GRAIN,0.101570005,32375.55645,203209600,5,3650,7.41715E+11,29485714.42
AR,1991,COTTON-UPLAND,1.259068157,396600.5666,343071244.8,5,NA,NA,617071542.7
AR,1991,HAY-ALL CLASSES,0.06007595,445163.9013,2217160140,5,NA,NA,190282858
AR,1991,OATS-ALL CLASSES,0.106786083,12140.83367,24385200,5,3890,94858428000,3719999.982
AR,1991,RICE-ALL CLASSES,0.169535616,509915.0142,3029087376,5,3637,1.10168E+13,733625993.3
AR,1991,SORGHUM-ALL CLASSES-GRAIN,0.094578387,109267.503,390924468,5,3290,1.28614E+12,52818579.33
AR,1991,SOYBEANS-ALL CLASSES,0.20980691,1295022.258,2438508800,5,4460,1.08757E+13,730879993.3
AR,1991,WHEAT-ALL CLASSES,0.101780235,376365.8438,556829130,5,3338,1.8587E+12,80963142.11
AR,1992,CORN-ALL CLASSES-GRAIN,0.090153222,38445.97329,313704820,5,3650,1.14502E+12,41221105.4
AR,1992,COTTON-UPLAND,1.228197834,396600.5666,365928148.8,5,NA,NA,655060387.5
AR,1992,HAY-ALL CLASSES,0.061178261,485633.3468,2536489260,5,NA,NA,226176429.6
AR,1992,OATS-ALL CLASSES,0.130899069,8093.889114,23224000,5,3890,90341360000,4430888.01
AR,1992,RICE-ALL CLASSES,0.130734227,558478.3488,3443398309,5,3637,1.25236E+13,656135834
AR,1992,SORGHUM-ALL CLASSES-GRAIN,0.084216652,165924.7268,791501392,5,3290,2.60404E+12,97155378.38
AR,1992,SOYBEANS-ALL CLASSES,0.207234846,1278834.48,2838032340,5,4460,1.26576E+13,857229907.2
AR,1992,WHEAT-ALL CLASSES,0.128970622,343990.2873,1064126050,5,3338,3.55205E+12,200032729.8
AR,1993,CORN-ALL CLASSES-GRAIN,0.099601594,36422.50101,208035828,5,3650,7.59331E+11,29214058.95
AR,1993,COTTON-UPLAND,1.26127318,392553.622,238147171.2,5,NA,NA,423488932.1
AR,1993,HAY-ALL CLASSES,0.06613866,477539.4577,2168172150,5,NA,NA,202179272.6
AR,1993,OATS-ALL CLASSES,0.121942817,8093.889114,19740400,5,3890,76790156000,3393904.746
AR,1993,RICE-ALL CLASSES,0.175708565,497774.1805,2816534165,5,3637,1.02437E+13,697742908.5
AR,1993,SORGHUM-ALL CLASSES-GRAIN,0.090830525,87009.30797,316752964,5,3290,1.04212E+12,40563926.74
AR,1993,SOYBEANS-ALL CLASSES,0.244346051,1436665.318,2511990650,5,4460,1.12035E+13,865387900.5
AR,1993,WHEAT-ALL CLASSES,0.105087174,420882.2339,1132164800,5,3338,3.77917E+12,167743938.7
AR,1994,CORN-ALL CLASSES-GRAIN,0.090940586,36422.50101,274332960,5,3650,1.00132E+12,35438833.65
AR,1994,COTTON-UPLAND,1.492800599,392553.622,385737465.6,5,NA,NA,817969869.2
AR,1994,HAY-ALL CLASSES,0.065036349,455281.2626,2272498425,5,NA,NA,209943980.3
AR,1994,OATS-ALL CLASSES,0.135032724,8093.889114,22353100,5,3890,86953559000,4287661.315
AR,1994,RICE-ALL CLASSES,0.143741511,574666.1271,3671373648,5,3637,1.33528E+13,749642973.4
AR,1994,SORGHUM-ALL CLASSES-GRAIN,0.080027866,99150.14164,466747050,5,3290,1.5356E+12,53059908.81
AR,1994,SOYBEANS-ALL CLASSES,0.209072034,1375961.149,3146111800,5,4460,1.40317E+13,934359013
AR,1994,WHEAT-ALL CLASSES,0.117580054,356131.121,1101683440,5,3338,3.67742E+12,184006922.1
AR,1995,CORN-ALL CLASSES-GRAIN,0.122041479,34399.02873,248296730,5,3650,9.06283E+11,42604073.75
AR,1995,COTTON-UPLAND,1.618486913,449210.8458,319561286.4,5,NA,NA,727170109.3
AR,1995,HAY-ALL CLASSES,0.067792127,424929.1785,1824349035,5,NA,NA,173884093
AR,1995,OATS-ALL CLASSES,0.120564932,3642.250101,11103975,5,3890,43194462750,1882227.645
AR,1995,RICE-ALL CLASSES,0.20150267,542290.5706,3312128784,5,3637,1.20462E+13,938340985.8
AR,1995,SORGHUM-ALL CLASSES-GRAIN,0.114640469,74868.4743,333644762,5,3290,1.09769E+12,53776796.85
AR,1995,SOYBEANS-ALL CLASSES,0.251694804,1375961.149,2405850200,5,4460,1.07301E+13,851364424.2
AR,1995,WHEAT-ALL CLASSES,0.132644999,404694.4557,1279128500,5,3338,4.26973E+12,238549066.7
AR,1996,CORN-ALL CLASSES-GRAIN,0.10432578,93079.72481,730284500,5,3650,2.66554E+12,93989481.63
AR,1996,COTTON-UPLAND,1.558951291,400647.5111,356132332.8,5,NA,NA,684919419.5
AR,1996,HAY-ALL CLASSES,0.070547904,475515.9854,2140956600,5,NA,NA,186332027
AR,1996,OATS-ALL CLASSES,0.195659661,6070.416835,15676200,5,3890,60980418000,3783882.335
AR,1996,RICE-ALL CLASSES,0.224871689,473492.5132,3263367644,5,3637,1.18689E+13,905307908.4
AR,1996,SORGHUM-ALL CLASSES-GRAIN,0.115963243,89032.78025,413531536,5,3290,1.36052E+12,59159503.15
AR,1996,SOYBEANS-ALL CLASSES,0.270434125,1416430.595,3048136000,5,4460,1.35947E+13,1016930710
AR,1996,WHEAT-ALL CLASSES,0.160937699,501821.1251,1822349880,5,3338,6.083E+12,361813761.4
AR,1997,CORN-ALL CLASSES-GRAIN,0.09881423,74868.4743,587402750,5,3650,2.14402E+12,77631588.03
AR,1997,COTTON-UPLAND,1.448700139,390530.1497,366363518.4,5,NA,NA,709861672.8
AR,1997,HAY-ALL CLASSES,0.065036349,495750.7082,2240746950,5,NA,NA,194909035.4
AR,1997,OATS-ALL CLASSES,0.148122631,4046.944557,10886250,5,3890,42347512500,2156665.18
AR,1997,RICE-ALL CLASSES,0.217596428,562525.2934,3593355824,5,3637,1.3069E+13,1045767142
AR,1997,SORGHUM-ALL CLASSES-GRAIN,0.10119226,60704.16835,281953320,5,3290,9.27626E+11,38159925.08
AR,1997,SOYBEANS-ALL CLASSES,0.252797117,1456900.04,2988261900,5,4460,1.33276E+13,1010354499
AR,1997,WHEAT-ALL CLASSES,0.128235747,331849.4537,1071202080,5,3338,3.57567E+12,183722995.7
AR,1998,CORN-ALL CLASSES-GRAIN,0.072831205,87009.30797,546125800,5,3650,1.99336E+12,57418977.31
AR,1998,COTTON-UPLAND,1.400189632,364225.0101,263180923.2,5,NA,NA,531969246.5
AR,1998,HAY-ALL CLASSES,0.067240971,475515.9854,2041166250,5,NA,NA,198133366.1
AR,1998,MELONS-WATERMELON,0.143300586,890.3278025,14469584.8,5,156,2257255229,2993293.472
AR,1998,OATS-ALL CLASSES,0.099896658,3642.250101,10450800,5,3890,40653612000,1507112.803
AR,1998,RICE-ALL CLASSES,0.195550184,600971.2667,3906515741,5,3637,1.4208E+13,1102790639
AR,1998,SORGHUM-ALL CLASSES-GRAIN,0.073854917,52610.27924,175014268,5,3290,5.75797E+11,18659419.79
AR,1998,SOYBEANS-ALL CLASSES,0.197681466,1375961.149,2313317500,5,4460,1.03174E+13,660155825.7
AR,1998,STRAWBERRIES-ALL CLASSES,1.43300586,72.84500202,362873.6,5,301,109224953.6,750669.2092
AR,1998,TOMATOES-ALL CLASSES,0.760595418,566.572238,15240691.2,5,187,2850009254,16734148.99
AR,1998,WHEAT-ALL CLASSES,0.100310484,364225.0101,1249191450,5,3338,4.1698E+12,180892512.7
AR,1999,CORN-ALL CLASSES-GRAIN,0.068500701,40469.44557,330215600,5,3650,1.20529E+12,34711585.52
AR,1999,COTTON-UPLAND,1.040770876,388506.6775,310853894.4,5,NA,NA,496470321.8
AR,1999,HAY-ALL CLASSES,0.06613866,501821.1251,2159100300,5,NA,NA,219134147.3
AR,1999,MELONS-WATERMELON,0.16534683,971.2666936,12519139.2,5,156,1952985715,3176524.361
AR,1999,OATS-ALL CLASSES,0.137788494,4451.639013,14529515,5,3890,56519813350,3072174.782
AR,1999,RICE-ALL CLASSES,0.125884053,657628.4905,4311573397,5,3637,1.56812E+13,832891347.5
AR,1999,SORGHUM-ALL CLASSES-GRAIN,0.066359194,50586.80696,247661700,5,3290,8.14807E+11,25219809.62
AR,1999,SOYBEANS-ALL CLASSES,0.176002644,1335491.704,2514712200,5,4460,1.12156E+13,679186945
AR,1999,STRAWBERRIES-ALL CLASSES,1.366867128,84.98583569,498951.2,5,301,150184311.2,1046565.031
AR,1999,TOMATOES-ALL CLASSES,0.921532999,607.0416835,15331409.6,5,187,2866973595,21680776.22
AR,1999,WHEAT-ALL CLASSES,0.082306038,372318.8992,1402142560,5,3338,4.68035E+12,177094762.6
AR,2000,CORN-ALL CLASSES-GRAIN,0.068894383,70821.52975,577877300,5,3650,2.10925E+12,60418970.12
AR,2000,COTTON-UPLAND,1.21055765,384459.7329,310200840,5,NA,NA,569878552.6
AR,2000,HAY-ALL CLASSES,0.064485194,505868.0696,2611785615,5,NA,NA,255594438.3
AR,2000,MELONS-WATERMELON,0.092594225,1092.67503,18370476,5,156,2865794256,2581417.062
AR,2000,RICE-ALL CLASSES,0.123458966,570619.1825,3905971430,5,3637,1.4206E+13,731822176.2
AR,2000,SORGHUM-ALL CLASSES-GRAIN,0.064595495,56657.2238,252487928,5,3290,8.30685E+11,24751225.96
